"kw20.BHI1.F"	"kw20.BHI1.G"	"kw20.BHI1.H"	"kw20.BHI2.F"	"kw20.BHI2.G"	"kw20.BHI2.H"	"kw20.BHI3.F"	"kw20.BHI3.G"	"kw20.BHI3.H"	"kw20.MIV0.A"	"kw20.MIV0.B"	"kw20.MIV0.C"	"kw20.MIV1.A"	"kw20.MIV1.B"	"kw20.MIV1.C"	"kw20.MIV2.A"	"kw20.MIV2.B"	"kw20.MIV2.C"	"kw20.MIV3.A"	"kw20.MIV3.B"	"kw20.MIV3.C"	"sxyx.MIV0.A"	"sxyx.MIV0.B"	"sxyx.MIV0.D"	"sxyx.MIV1.A"	"sxyx.MIV1.B"	"sxyx.MIV1.D"	"sxyx.MIV2.A"	"sxyx.MIV2.B"	"sxyx.MIV2.D"	"sxyx.MIV3.A"	"sxyx.MIV3.B"	"sxyx.MIV3.D"
"gene-HI_1388.1"	149.99	151.12	134.2	205.97	114.44	135.77	141.04	151.89	132.06	25.25	44.75	84.75	389.7	446.41	1453.32	993.46	1039.25	1860.47	101.51	20.24	79.81	26.65	26.83	89.06	150.97	240.93	824.48	98.72	99.15	274.89	125.86	167.64	367.52
"gene-HI_1389"	138.81	146.77	124.6	156.06	93.08	103.68	95	116.53	82.78	38.45	58.65	69.61	665.19	736.74	1285.21	2064.16	2506.03	1792.39	217.68	66.44	73.3	50.35	50.18	73.62	290.2	444.25	694.5	199.36	207.13	235.48	268	309.53	314.38
"gene-HI_1389.1"	126.86	113.05	108.74	109.64	81.3	72.1	91.93	89.35	69.52	46.81	53.93	54.84	604.76	668.3	1162.49	1692.82	1714.29	1408.17	197.5	50.62	57.85	47.47	45.86	65.1	281.17	397.93	564.3	179.1	187.09	174.22	224.67	279.68	241.7
"gene-HI_1390"	46.73	32.44	26.49	21.09	18.83	14.96	20.07	15.82	15.62	7.28	11.02	15.75	85.28	160.16	303.12	397.98	234.83	317.45	51.33	15.18	24.49	11	8.28	14.63	55.04	59.58	102.31	45.33	37.54	44.07	57.82	43.14	56.86
"gene-HI_1391"	450.2	450.11	431.55	391.32	375.38	396.92	403.53	436.8	424.33	221.12	254.07	433.72	303.44	245.4	490.08	338.73	329.88	552.27	269.01	177.61	148.67	240.9	244.03	392.42	274.74	271.58	450.68	324.92	317.05	466.06	265.1	253.78	435.5
"gene-HI_1392"	265.33	303.18	295.51	231.51	295.19	289.54	274.58	313.45	326.94	136.77	120.76	286.7	167.8	321.73	444.54	340.45	281.86	791.43	201.15	399.27	123.77	198.73	98.26	269.94	173.84	141.04	380.73	222.8	221.95	510.29	440.08	159.28	428.78
"gene-HI_1393"	140.98	155.28	142.71	131.79	153.7	157.77	164.98	154.2	168.79	58.99	55.41	157.63	78.24	102.06	246.98	144.32	89.55	330.75	78.18	64.75	50.91	60.11	41.29	156.02	78.27	54.87	227.26	99.99	67.52	233.69	113.1	59.08	175.13
"gene-HI_1394"	336.57	327.58	309.33	258.74	325.41	313.96	329.07	335.68	332.97	268.93	254.46	329.03	399.67	396.03	482.69	435.38	366.42	582.36	305.96	329.54	199.36	266.7	264.92	316.89	329.84	314.31	354.9	423.77	402.08	412.88	337.3	281.01	317.57
"gene-HI_1395"	160.42	149.97	164.42	158.45	178.54	178.9	186.04	187.32	185.42	166.45	165.8	172.27	230.8	220.68	233.45	279.79	203.91	311.05	171.88	226.94	166.41	172.04	120.58	160.82	207.4	144.61	171.38	252.08	196.68	211.22	218.1	130.14	153.66
"gene-HI_1396"	120.94	138.09	123.83	138.37	165.5	162.5	146.43	160.92	182.03	174.72	175.89	160.29	213.96	241.85	244.94	312.55	234.19	357.77	206.7	339.27	266.73	184.05	124.64	135.15	258.15	148.71	177.02	327.93	200.23	214.83	241.53	153.03	169.86
"gene-HI_1397"	250.76	261.16	241.31	287.1	299.19	288.11	328.93	313.04	333.94	352.99	336.13	272.25	507.1	439.83	374.5	545.32	463.39	436.13	371.11	630.21	610.54	389.02	355.95	265.12	415.11	338.69	290.12	537.34	429.12	282.39	412.29	308.26	268.99
"gene-HI_1398"	89.15	89.64	88.57	625.35	567.03	529.89	725.58	735.79	743.14	158.59	345.3	405.64	2424.52	3017.77	2405.31	2668.16	3321.21	2557.9	1330.65	1412.04	478.98	104.93	131.23	394.72	1636.42	1808.59	2161.58	2108.9	2468.91	3590.91	1028.19	1302.8	1657.45
"gene-HI_1399"	94.97	103.37	109.73	131.68	125.59	115.92	115.19	125.57	131.43	165.46	127.1	92.19	123.66	167.71	98.07	109.08	122.35	82.91	101.64	103.94	78.73	135.32	104.79	105.83	140.01	105.18	151.53	111.48	100.49	100.99	93.13	72.13	108.08
"gene-HI_1400"	57.53	49.31	48.59	37.96	39.64	40.09	47.29	44.22	47.57	21.46	30.05	46.97	58.46	54.61	139.05	60.36	70.71	111.87	43.18	59.83	70.3	20.89	24.73	45.84	36.57	44.91	88.34	50.21	52.15	95.7	48.52	52.18	115.9
"gene-HI_1401"	74.71	72.09	68.76	69.33	72.94	72.19	75.85	82.5	69.88	65.81	60.4	68.66	160.79	166.59	240.97	202.14	196.59	248.13	131.79	179.56	110.38	64.89	52.74	86.23	135.81	125.85	169.53	167.49	147.6	196.05	126.39	129.67	175.05
"gene-HI_1402"	22.35	21.57	19.4	12.67	15.83	12.61	13.12	14.54	12.76	22.83	15.33	8.68	23.91	17.23	30.47	23.03	19.53	31.88	16.81	23.76	44.24	20.58	12.03	14.54	16.06	17.31	19.5	24.09	19.95	19.27	11.93	18.34	42.42
"gene-HI_1403"	8.04	8.91	8.02	7.7	5.86	3.34	5.79	4.7	4.11	7.15	6.98	4.3	10.25	8.18	8.44	7.39	15.43	16.41	8.34	8.46	21.91	6.35	7.08	4.86	5.61	7.64	4.52	11.6	9.03	9.84	8.45	8.4	16.13
"gene-HI_1404"	7.01	5.1	5.94	6.69	6.59	4.7	4.42	3.58	8.06	5.34	1.65	3.94	4.85	2.2	6.57	4.23	8.82	5.24	7.63	3.04	20.95	4.84	3.04	6.62	4.62	5.83	7.76	7.67	1.88	9.7	8.11	5.08	10.63
"gene-HI_1405"	2.74	2.72	2.18	1.31	0.77	1.47	1.99	1.23	1.52	0.65	1.14	1.8	0.53	1.44	4.12	1.2	2.19	4.09	1.33	2.9	10.44	1.32	1.27	2.01	0.84	1.11	1.69	2.16	1.36	6.49	1.29	1.05	13.29
"gene-HI_1406"	32.99	27.93	27.39	29.09	25.16	33.19	39.15	23.23	29.79	45.1	33.7	36.8	54.91	50.71	73.15	46.87	74.42	70.72	49.76	73.47	135.81	56.56	54.77	45.01	64.84	54.83	45.87	73.7	59.1	57.5	52.82	36.46	45.41
"gene-HI_1407"	17.37	16.11	17.59	16.69	16.9	16.06	16.71	19.97	25.13	22.41	20.36	18.85	36.32	31.41	37.1	35.47	47.13	35.54	27.32	41.4	62.8	26.91	20.24	16.56	30.19	24.38	27.32	31.11	28.94	29.93	29	24.92	33.28
"gene-HI_1409"	3.64	2.94	3.66	3.18	3.23	1.72	3.13	2.34	2.46	2.69	2.27	3.89	4.44	4.38	6.46	3.87	4.77	5.83	5.03	4.1	8.08	4.99	4.26	2.6	4.09	5.07	5.39	3.22	2.98	5.58	5.76	4.29	11.79
"gene-HI_1410"	2.6	3.61	3.93	3.21	2.62	2.38	3.07	3.37	3.97	2.3	1.84	3.75	2.7	2.9	5.57	2.31	3.98	4.42	2.16	4	11.97	2.45	2.31	2.59	2.49	2.21	4.65	2.72	3.61	6.52	3.73	3.89	18.37
"gene-HI_1411"	1.9	0.95	1.25	0.52	1.2	2.32	1.28	1.67	1.75	2.33	1.28	0.37	1.88	2.18	3.25	3.14	4.29	1.02	4.79	3.18	4.52	1.03	2.82	1.1	3.82	3.9	2.86	4.01	2.76	3.38	2.03	1.31	9.6
"gene-HI_1412"	0.67	0.7	1.98	1.03	0.65	1.22	1.27	0.59	0.49	1.07	0.38	0.54	0.37	1.27	2.64	1.75	1.11	2.01	1.58	2.27	2.06	2.88	1.16	0.65	1.3	0.5	1.04	1.03	0.29	2.55	1.15	0.52	4.89
"gene-HI_1413"	7.21	8.03	8.5	7.21	6.81	7	9.63	5.23	7.08	9.66	6.8	7.71	7.92	7.03	6.99	9.35	5.46	10.03	5.52	6.14	17.83	13.39	15.07	3.22	7.86	8.37	4.68	8.7	10.12	4.42	6.63	8.17	5.06
"gene-HI_1414"	6.86	7.76	5.87	6.98	6.14	8.18	5.76	8.46	10.51	8.42	5.99	7.53	4.22	7.42	10	6.61	3.84	7.21	4.64	7.59	18.22	12.28	10.56	4.94	8.48	6.33	7.03	8.89	4.9	6.62	8.13	4.18	11.97
"gene-HI_1415"	8.95	5.68	6.12	5.06	4.4	3.98	1.98	3.36	6.41	4.38	6.25	3.92	7.24	3.94	5.23	3.03	4.15	7.64	4.4	5.89	16.97	6.34	6.95	5.93	5.1	5.36	2.96	3.18	5.85	6.48	3.1	4.27	17.05
"gene-HI_1416"	1.57	3.6	2.18	1.35	1.11	1.58	0.74	0.34	1.62	0.67	2.41	1.85	0.27	0.93	2.21	0.28	0.54	3.23	0.77	1.02	10.56	2.44	1.36	1.43	1.55	2.69	2.83	0.43	0.21	4.89	0.42	1.71	12.19
"gene-HI_1418"	34.47	42.3	42.85	27.74	24.7	22.46	27.76	19.16	22.12	26.3	20.18	36.03	36.03	34.78	45.86	84.85	102.46	116.51	60.74	129.4	204.76	36.91	29.36	36.45	37.69	36.34	24.46	75.7	63.56	45.12	55.19	52.58	58.58
"gene-HI_1419"	167.54	188.83	172.25	199.14	175.87	165.74	193.43	166.45	161.33	297.17	283.36	229.04	448.36	437.35	323.58	435.41	458.54	415.54	343.38	453.56	1505.4	317.95	313.11	193.45	384.79	348.96	216.29	402.48	411.23	298.37	300.53	302.36	259.94
"gene-HI_1420"	175.26	190.18	172.9	171.52	142.18	168.64	153.89	134.34	140.95	262.36	232.26	178.74	482.6	581.1	323.81	686.46	649.29	652.07	354.12	774.77	1275.93	258.24	250.52	174.22	396.83	376.29	236.8	573.52	446.95	378.24	389.88	349.57	290.77
"gene-HI_1421"	61.56	63.59	67.54	36.26	31.79	29.32	25.4	30.38	22.87	46.51	57.57	38.62	56	78.61	88.31	103.23	79.7	123.16	73.19	111.32	190.51	62.3	35.69	27.88	65.32	50.11	35.05	82.76	64.59	58.09	82.33	51.76	51.92
"gene-HI_1422"	30.43	31.54	34.51	13.57	12.85	11.88	14.95	12.8	17.68	16.27	14	17.39	14.32	12.62	41.58	16.37	24.23	48.2	23.85	17.39	72.02	18.41	21.82	13.41	18.49	20.33	15.5	18.51	18.64	18.76	28.58	33.19	28.8
"gene-HI_1423"	34.93	33.06	29.54	6.57	6.34	4.95	4.65	7.33	7.46	13.21	16	17.24	12.26	10.66	34.23	12.1	14.52	45.58	18.63	7.35	68.05	23.61	16.83	8.37	13.61	13.49	7.63	20.19	12.91	8.17	19.69	15.7	15.01
"gene-HI_1424"	142.12	142.94	121.23	21.94	26.48	19.27	20.34	19.6	17.12	25.82	35.11	39.15	23.23	16.39	67.53	16.07	21.67	86.9	23.42	9.26	137.57	45.61	44.59	28.3	21.8	24.83	18.32	28.34	23.88	21.44	38.6	28.97	27.4
"gene-HI_1425"	23.64	16.68	25.02	19.16	22.04	21.41	23.62	19.44	20.15	32.6	28.78	24.3	44.39	48.23	35.14	43.89	41.42	44.8	31	36.95	28.07	28.53	29.42	24.5	38.74	34.1	33.19	41.92	40.55	38.98	28.81	20.06	34.33
"gene-HI_1426"	386.9	374.29	368.22	356.2	311.65	354.64	347.92	272.53	278.51	534.62	411.41	409.38	579.73	557.9	376.68	425	448.76	375.61	310.69	389.95	370.38	454.8	476.5	442.73	470.2	464.18	452.94	416.78	388.06	343.25	289.48	281.71	273.66
"gene-HI_1427"	108.55	115.85	139.57	534.04	577.57	530.01	920.11	850.37	727.78	461.84	661.66	540.9	509.7	629.31	458.03	355.38	222.78	760.47	278.75	155.28	497.73	174.64	230.4	616.69	872.44	738.44	742.76	620.11	479.32	496.59	321.63	295.15	563.23
"gene-HI_1428"	29.29	29.58	27.67	21.03	17.5	17.44	17.62	19.22	21.48	19.68	21.93	24.7	481.14	430.2	487.83	590.56	463.99	568.38	483.2	345.63	119.71	21.52	19	19.02	424.03	340.79	308.27	652.95	610.1	500.88	393.78	393.39	516.1
"gene-HI_1429"	41.52	34.52	36.1	22.4	21.83	20.1	20.54	20.89	19.3	20.2	17.44	22.01	640.52	565.35	931.44	721.67	548.75	1118.13	564	651.26	507.66	12.44	11.73	25.51	486.1	495.52	578.62	721.99	829.74	836.42	458.9	612.82	920.16
"gene-HI_1430"	167.82	172.73	129.94	230.14	180.93	188.17	218.19	247.63	228.49	103.42	149.36	109.83	1381.3	1686.44	1647.99	3054.92	5096.66	1531.62	668.96	164.51	117.82	146.09	161.76	117.16	678.85	1045.17	780.64	475.54	546.69	331.68	674.08	919.18	509.46
"gene-HI_1431"	300.43	294.91	245.03	310.7	247.29	240.88	261.47	299.09	299.24	123.1	181.59	143.51	1527.49	1735.01	1985.73	3359.65	5602.01	2100.07	807.54	214.34	280.03	170.64	189.69	155.9	751.99	1232.91	1007.82	520.67	657.24	432.2	770.77	1062.38	698.25
"gene-HI_1432"	205.36	225.9	204.14	222.95	150.49	169.72	159.16	178.56	150.14	130.32	170.21	94.87	2458.9	3016.56	1990.34	5885.17	8518.93	3517.77	1163.94	347.15	164.88	180.24	184.42	103.37	1006.34	1572.5	856.36	808.38	948.51	501.04	1230.98	1440.71	816.4
"gene-HI_1433"	178.19	167.75	165.69	160.88	145.78	154.73	156.16	152.72	157.33	215.61	185.63	163.67	229.19	262.04	214.87	275.97	224.82	242.9	169.51	190.36	179.95	174.49	172.74	182.67	212.96	173.85	182.08	207.22	193.47	197.06	133.49	124.57	136.11
"gene-HI_1434"	76.27	74.39	68.83	77.1	83.61	85.02	101.79	73.01	80.93	131.65	87.44	104.22	119.22	108.58	107.23	124.17	133.6	153.73	125.93	144.92	235.66	136.02	132.39	113.33	111.77	106.25	112.44	133	117.12	147.23	135.68	97.21	114.55
"gene-HI_1434.1"	518.56	469.57	552.35	6494.01	5227.84	5097.95	8847.41	6839.75	7799.21	3829.38	2953.78	2560.12	22150.37	18284	16341.19	17690.92	13731.88	16921.54	10256.42	6717.61	6003.73	1055.71	1157.29	3431.43	16123.02	11559.6	14427.45	20603.73	13427.37	10383.67	11709.02	8194.93	7815.3
"gene-HI_1434.2"	154.96	153.47	161.32	106.75	134.12	128.27	111.18	128.95	135.3	138.65	125.63	128.78	94.21	125.95	138.32	154.2	72.06	143.35	75.5	71.9	36.75	133.65	97.65	128.84	128.17	95.56	132.08	142.66	100.12	108.87	91.45	54.31	99.63
"gene-HI_1435"	223.2	203.92	213.38	155.62	180.58	163.54	168.68	178.45	171.74	196.53	197.71	192.99	170.41	161.25	151.69	162.56	109.24	152.46	99.24	83.61	46.77	182.48	191.01	199.73	168.66	160.76	159.61	175.64	167	107.64	91.58	96.32	107.46
"gene-HI_1436"	228.87	252.52	235.83	173.6	234.4	200.6	193.98	205.12	184.1	194.88	222.19	230.55	184.42	168.76	149.52	197.46	101.96	177.53	112.11	99.02	41.96	202.73	191.43	205.56	171.27	158.71	176.26	174.69	153.22	119.36	104.19	93.98	124.86
"gene-HI_1436.2"	22.94	19.65	25.12	20.12	18.14	20.52	21.28	14.89	21.48	16.02	15.62	19.48	10	17.62	19.11	14.75	8.17	16.51	8.32	13.8	13.06	12.91	13.98	22.37	11.19	8.47	18.82	12.09	10.47	17.63	13.6	9.04	18.2
"gene-HI_1437"	479.44	465.89	514.24	433.09	452.57	420.68	452.01	416.47	517.34	462.06	437.83	445.89	510.36	491.73	418.17	423.96	407.33	409.58	275.42	285.37	388.01	462.55	539.34	414.64	442.55	420.13	428.25	424.78	415.19	344.51	281.39	283.67	287.56
"gene-HI_1438"	421.88	429.19	412.46	361.64	327.99	345.49	364.33	344.74	348.87	457.5	428.33	350.5	480.32	447.05	306.87	391.39	370.53	316.16	284.09	281.23	152.27	370.56	433.93	345.44	391.65	367.94	353.2	398.85	391.42	312.42	232.47	240.86	242.15
"gene-HI_1439"	299.89	284.87	293.92	241.64	239.7	253.04	255.09	252.3	239.05	265.72	269.34	247.46	269.08	268.23	243.44	259.21	252.5	257.15	188.6	133.85	77.93	203.24	237.61	271.89	234.66	241.64	265.91	249.54	258.33	234.69	176.61	172.26	188.4
"gene-HI_1440"	379.76	371.37	368.1	321.19	312.12	323.83	299.63	275.25	202.44	452.3	375.75	319.43	267.58	287.59	233	326.64	171.91	352.2	245.39	165.47	130.81	445.93	396.22	351.24	317.75	250.77	186.93	383.22	333.17	193.01	233.05	228.37	172.31
"gene-HI_1441"	396.15	484.23	454.91	409.66	420.87	446.12	370.81	371.13	298.63	534.62	444.61	408.38	300.56	353.28	251.86	465.82	232.3	489.03	324	313.28	233.25	550.87	391.12	412.6	392.13	219.9	223.01	475.4	359.11	242.83	293.55	238.39	218.82
"gene-HI_1442"	6388.4	6155.98	6296.68	7172.49	6674.63	6785.54	6573.82	6225.07	6320.84	7765.52	8680.1	7159.61	3605.34	3443.78	2259.68	2383.67	3005.98	1678.26	5892.95	7239.99	4687.11	9344.29	10496.43	6235.44	5443.04	6406.25	3094.9	4241.82	4837.34	2495.89	6387.22	6766.04	4572.42
"gene-HI_1443"	8696.6	8330.54	8425.25	9498.65	9111.54	9089.66	8936.98	8272.54	8678.95	9553.61	10058.81	9259.44	4357.87	4123.28	3131.15	3015.54	3534.61	2313.47	6800.13	9439.03	7737.86	10696.01	11532.34	8914.08	6276.59	7003.66	3969.56	4967.7	5666.95	3386.86	7518.58	7595.21	6104.11
"gene-HI_1444"	774.47	833.28	796.52	131.18	110.79	119.23	224.35	205.58	393.57	140.06	115.06	1104.62	163.73	147.99	138.58	145.26	166.02	157.79	130.11	132.42	158.94	144.1	148.93	208.27	134.9	122.68	136.6	137.02	125.49	137.67	139	112.83	127.06
"gene-HI_1445"	163.19	158.52	161.67	87.68	85.62	76.72	124.94	123.35	188.92	56.81	64.2	141.06	73.75	70.05	85.71	92.79	62.72	105.05	88.93	66.96	101.98	67.48	46.73	91.84	76.94	57.9	92.95	99.23	59.84	78.89	102.53	65	80.1
"gene-HI_1446"	186.29	198.06	219.05	143.41	136.16	118.85	184.41	239.05	324.62	61.56	77.73	178.53	33.55	57.7	104.94	80.13	39.22	103.79	81.68	39.35	77.04	62.02	34.67	134.07	72.78	39.92	117.14	72.69	50.52	81.83	82.67	61.1	92.43
"gene-HI_1447"	272.73	302.99	288.69	126.86	131.89	130.64	168.08	173.8	223.65	158	169.93	309.3	113.89	128.41	105.45	149.89	102.56	145.58	125.16	72.08	109.05	197.36	173.75	187.55	158.74	132.61	94.63	176.31	127.55	78.18	135.18	101.43	90.59
"gene-HI_1448"	225.94	197.17	202.32	214.35	203.31	215.41	232.53	199.23	185.33	346.7	302.17	170.21	429.09	375.62	284.06	348.99	374.6	326.52	207.7	238.82	128.43	260.63	340.18	233.21	324.76	350.76	269	322.57	351.65	265.07	211.65	224.97	202.06
"gene-HI_1449"	141.16	146.59	144.37	160.08	150.56	163.12	153.84	159.6	143.77	228.37	211.58	104.07	255.35	261.19	167.62	224.58	253.68	190.05	145.36	130.52	61.57	167.28	201.16	132.34	218.17	235.77	163.39	223.74	228.65	173.72	134.41	149.29	129.5
"gene-HI_1450"	59.72	65.71	61.16	74.68	67.99	72.49	86.89	73.74	75.59	104.08	109.15	58.05	98.25	112.56	100.99	96.41	74.87	91.5	60.2	53.97	31.59	87.57	77.96	70.63	106.98	78.22	86.24	94.71	78.56	77.72	78.75	48.33	76.68
"gene-HI_1452"	30.16	29.03	29.96	23.67	23.44	25.67	26.02	29.35	30.91	20.98	25.63	17.2	32.18	27.19	37.21	27.42	27.01	32.6	37.53	26.95	45.2	21.16	14.56	26.46	28.06	24.08	26.14	34.44	30.01	30.11	39.96	29.05	41.99
"gene-HI_1453"	11.16	10.91	9.76	8.87	13.31	13.33	13.5	12.39	12.04	15.31	13.33	11.44	19.57	21.04	21.55	17.23	30.66	20.24	17.5	17.21	33.17	17.58	16.11	7.96	15.82	17.25	14.83	18.08	21.68	14.82	23.99	21.3	28.84
"gene-HI_1454"	6.11	4.29	5.25	3.09	4.22	5.27	6.81	7.65	6.93	8.86	9.99	5.59	10.88	14.92	11.97	10.43	17.84	17.46	13.69	11.77	24.89	9.13	10.97	6.1	12.18	11.71	8.95	10.75	11.7	11	16.08	14.99	21.74
"gene-HI_1455"	5.28	6.8	6.04	3.63	2.82	4.65	4.37	5.9	6.01	7.17	7.47	4.81	11.61	16.17	11.6	10.03	20.67	9.17	13.97	10.89	19.45	8.3	8	5.77	10.49	12.75	7.82	13.51	13.36	10.49	13.95	15.13	20.71
"gene-HI_1456"	44.52	41.02	40.23	55.96	56.38	56.34	66.11	64.33	66.86	342.83	311.74	346.74	468.97	630.55	689.48	682.71	507.33	649	508.23	825.08	318.41	373.79	267.79	434.11	516.21	479.67	939.34	526.85	507.7	1153.24	819.93	452.49	1052.84
"gene-HI_1457"	59.4	43.4	45.1	82.04	70.16	65.41	104.98	73.78	78.01	659.44	625.94	538.76	832.95	1558.37	1009.75	1186.21	1276.53	1129.71	1145.53	2007.24	641.04	712.85	571.36	566.15	1286.93	1002.08	1241.25	1328.39	1121.28	1746.28	1279.76	1047.7	1569.16
"gene-HI_1458"	82.8	93.65	101	127.55	126.23	119.58	157.02	155.7	167.35	82.41	89.22	119.02	92.65	70.69	127.35	64.69	77.25	99.15	75.74	110.19	285.98	86.88	71.47	117.54	73.98	66.53	148.52	74.19	49.75	126.21	88.98	68.91	110.88
"gene-HI_1459"	210.43	199.84	193.38	138.09	135.57	127.43	142.9	140.8	138.48	175.4	171.53	208.58	123.42	160.81	165.6	194.16	125.88	148.09	168.74	129.38	72.44	213.62	115.52	286.54	146.39	114.57	231.52	136.77	96.91	179.01	197.09	99.66	179.87
"gene-HI_1462"	394.22	409.76	392.81	315.07	284.59	303.86	286.61	259.55	234.37	397.27	341.31	283.75	215.07	209.33	138.12	178.39	188.44	136.45	223.99	96.15	89.06	386.89	446.22	305.8	247.26	244.87	192.42	197.15	216.41	145.1	213.45	225.68	177.22
"gene-HI_1462.1"	1321.54	1567.79	1485.77	1772.81	2210.04	1778.97	1910.71	2139.47	2459.94	1786.34	1771.09	1725.2	2567.63	2360.5	2481.55	2240.54	1857.82	2161.18	1540.39	2289.54	6082.24	1705.51	1684.51	2004.86	1836.8	1859.33	1780.41	2227.83	2268.35	1458	1517.18	1558.25	1477.54
"gene-HI_1462.2"	46.73	42.51	48.93	39.91	50.21	42.32	50.85	65.27	66.66	19.58	26.44	38.19	52.35	50.05	104.13	81.54	57.56	98.83	49.58	47.1	23.94	11.35	11.78	49.56	47.26	37.43	76.99	78.11	62.19	94.87	62.73	51.77	100.53
"gene-HI_1463"	201.35	192.17	189.96	139.75	147.93	144.85	162.68	154.47	149.6	93.69	122.82	173.63	136.65	129.41	251.98	129.31	110.58	204.9	88.97	88.76	104.15	77.66	92.85	167.34	101.32	109.53	208.83	118.28	143.1	195.79	84.61	118.66	231.28
"gene-HI_1464"	189.82	171.48	175.34	125.55	121.23	117.97	142.4	134.05	118.23	87.93	91.73	140.18	114.98	126.23	234	160.94	111.96	222.55	105.72	130.01	255.69	93.86	78.39	141.89	101.05	86.54	165.35	141.57	122.79	161.41	128.68	96.37	194.89
"gene-HI_1465"	317.54	277	307.34	155.74	187.8	180.81	195.61	193.38	178.16	209.54	211.11	209.24	206.12	182.63	239.84	102.39	107.69	142.6	132.72	87.34	165.15	229.84	243.46	220.75	188.73	201.31	302.2	126.52	143.49	114.51	120.13	189.71	181.55
"gene-HI_1466"	4.75	4.82	2.85	1.37	2.69	3.75	2.43	2.47	2.12	3.08	2.54	3.29	5.33	5.69	9.21	6.5	6.17	10.94	5.53	4.67	16.77	4.35	4.23	1.35	3.5	4.16	6.25	4.21	5.36	5.78	6.17	4.72	6.19
"gene-HI_1466.1"	11.01	10.37	10.86	12.43	11.37	13.11	10.98	14.26	16.33	11.57	12.04	11.47	12.9	21.51	26.39	21.98	29.21	26.14	19.05	27.9	34.95	13.39	7.72	13.18	15.07	10.27	17.57	17.88	10.85	23.14	25.01	13.65	22.99
"gene-HI_1467"	17.74	17	18.18	13.85	13.75	16.78	14.45	14.47	15.37	19.78	18.22	13.67	18.59	24.6	21.94	24.98	31	23.26	23.07	22.95	25.16	20.13	18.18	12.48	18.3	18.07	19.12	22.23	14.25	23.24	26.46	18.5	22.22
"gene-HI_1468"	28.3	31.27	27.1	25.18	25.31	25.34	20.12	32.99	32.46	37.38	49.7	27.65	39.18	51.87	44.53	44.32	62.39	43.84	61.72	75.9	74.49	54.88	38.91	20.4	55.87	41.1	35.93	60.8	41.16	42.17	78.42	55.24	57.26
"gene-HI_1469"	14.3	16.88	18.61	12	12.82	11.96	10.66	16.06	16.11	14.96	12.16	14.39	12.83	27.91	24.64	25.65	36.24	19.27	25	31.93	30.96	16.56	12.04	12.07	19.11	14.56	20.74	16.97	19.2	30.57	26.02	15.58	45.72
"gene-HI_1470"	21.25	20.55	22.1	15.03	13.34	13.05	14.34	12.49	14.29	17.87	17	15.5	24.96	17.25	23.54	18.63	30.07	21.86	40.74	40.16	28.28	15.44	17.85	12.22	19.23	19.84	16.2	18.93	21.97	25.52	23.86	24.02	52.2
"gene-HI_1471"	31.66	35.78	33.14	25.55	27.19	26.71	25.8	28.29	22.37	25.83	28.81	31.41	22.3	21.57	29.25	19	28.67	22.52	73.15	80.03	49.41	27.17	30.24	23.91	21.61	24.73	21.51	19.14	21.4	25.33	37.78	38.58	96.52
"gene-HI_1472"	82.12	59.61	63.41	52.52	53.97	51.96	63.23	50.49	55.66	60.07	50.89	56.92	65.8	48.99	61.6	41.49	51.23	48.21	152.18	144.64	88.42	57.73	63.02	55.17	52.88	63.22	65.63	48.31	53.61	52.02	61.64	69.21	204.27
"gene-HI_1473"	8.53	9.47	7.27	5.51	6.68	7.84	7.05	6.68	9.75	7.76	6.95	6.93	7.8	10.15	17.71	8.15	11.15	8.67	13.85	12.27	13.58	7.33	5.02	6.91	8.01	7.23	10.64	8.7	5.06	11.89	11.23	8.41	21.56
"gene-HI_1474"	5.02	4.89	5.5	2.41	3.48	4.23	3.86	3.28	6.02	1.6	3.42	2.84	3.07	3.41	7.88	6.25	3.37	4.71	6.56	3.34	11.67	5.16	2.33	3.03	1.85	2.04	3.23	3.07	1.88	6.09	5.74	2.26	10.38
"gene-HI_1475"	9.54	7.48	10.43	5.95	6.43	5.49	4.78	5.97	6.27	5.56	5.69	3.94	5.39	6.97	12.05	7.32	11.5	13.09	9.16	7.34	22.45	5.65	5.06	5.05	5.64	3.4	4.74	6.82	10.01	12.93	8.94	8.66	16.47
"gene-HI_1476"	134.95	151.07	132.75	154.13	161.93	160.25	169.84	150.23	143.57	191.01	153.69	159.49	186.55	156.63	182.46	101.56	159.77	98.36	214.55	132.69	92.78	193.41	201.73	168.38	190.17	206.21	183.8	142.24	131.4	139.56	212.51	188.79	180.24
"gene-HI_1477"	74.78	84.51	80.35	133.83	95.82	105.79	127.33	100.78	109.56	150.41	185.33	94.87	202.36	223.64	179.95	187.06	267.4	114.85	244.52	324.5	254.72	188.83	203.75	103.47	222.78	188.04	100.9	238.94	165.75	122.51	279.33	200.87	129.26
"gene-HI_1478"	29.51	64.97	38.62	11.75	10.59	10.05	11.55	10.65	9.34	24.72	24.76	23.22	58.54	52.08	42.78	79.8	72.38	63.75	36.07	36.18	149.56	11.75	18.06	19.53	21.8	30.65	25.35	27.28	49	35.31	31.32	37.31	24.95
