transcript_id	kw20-BHI1-F	kw20-BHI1-G	kw20-BHI1-H	kw20-BHI2-F	kw20-BHI2-G	kw20-BHI2-H	kw20-BHI3-F	kw20-BHI3-G	kw20-BHI3-H	kw20-MIV0-A	kw20-MIV0-B	kw20-MIV0-C	kw20-MIV1-A	kw20-MIV1-B	kw20-MIV1-C	kw20-MIV2-A	kw20-MIV2-B	kw20-MIV2-C	kw20-MIV3-A	kw20-MIV3-B	kw20-MIV3-C	sxyx-MIV0-A	sxyx-MIV0-B	sxyx-MIV0-D	sxyx-MIV1-A	sxyx-MIV1-B	sxyx-MIV1-D	sxyx-MIV2-A	sxyx-MIV2-B	sxyx-MIV2-D	sxyx-MIV3-A	sxyx-MIV3-B	sxyx-MIV3-D
gene-HI_0146	5819	6978	5735	21647	18712	13514	17778	19149	16283	9103	10768	6788	145805	356749	169618	173773	232269	183695	86636	107943	36180	7827	7690	11262	171401	121684	143791	212128	211129	217587	80052	108919	92160
gene-HI_0147	4132	4341	3515	10059	8485	6389	7293	7939	6521	4431	5650	3123	40407	93115	32794	26456	43884	20910	17449	16295	821	3138	3448	5997	48598	46718	37137	40419	54963	33620	14853	27610	19022
gene-HI_0148	1940	2042	1589	4505	4097	3182	4229	4134	3286	1632	2546	1835	35934	65082	57029	50919	54071	74280	31571	54080	43133	1493	1529	3071	31260	22919	33563	46592	50803	99090	23935	48646	58726
gene-HI_0148.1	70	74	68	112	88	84	126	128	80	22	38	67	63	241	406	261	81	311	82	61	48	41	22	80	141	90	330	123	116	314	151	82	272
gene-HI_0149	44	28	45	60	54	28	65	69	37	21	28	25	83	263	170	143	104	128	73	53	30	48	30	30	239	68	156	189	134	135	72	76	135
gene-HI_0150	10278	10691	14810	5742	7310	6207	5620	5815	4760	6008	5855	4892	5584	8751	5144	2067	3005	2424	4029	1673	1173	11637	9704	8658	9027	5220	12731	3208	4058	4047	4778	5245	5610
gene-HI_0151	12752	14320	17562	8056	9695	7772	7443	7257	6115	9978	9515	6490	11785	17310	9200	4308	6586	4315	6850	4833	2408	18944	16835	10205	15667	10026	17643	6195	7630	6797	7408	9367	8367
gene-HI_0152	494	513	452	626	528	400	529	581	463	388	407	378	464	516	520	322	500	429	394	650	410	556	359	582	533	298	610	432	335	490	450	418	783
gene-HI_0154	12056	15240	15505	25617	25070	17466	25034	27711	26769	22776	21554	9277	3957	16897	13312	13117	3982	9934	14390	16164	18335	42781	4507	20969	24601	2448	12831	28217	3331	10985	21702	3343	12271
gene-HI_0155	19612	22194	20627	23732	25827	19288	20931	22523	21435	15850	16685	14785	13991	16718	14582	7781	11490	9472	13160	12157	3393	21290	18004	23773	18158	12451	17036	11506	12625	14496	13868	14819	16612
gene-HI_0156	11271	11474	10373	12921	12601	9828	10081	9486	9658	1884	4542	7655	957	1212	3006	1066	1168	2184	1193	1329	3368	3011	2493	12732	1332	1175	3649	1489	1408	2726	1628	2075	4301
gene-HI_0157	10232	11016	9475	10936	8600	6810	6993	7418	4526	6476	9429	5516	1864	2281	1863	1095	1057	1345	2672	1301	952	11070	9303	8368	4519	3043	2235	2402	2809	1325	2947	3525	2306
gene-HI_0158	7230	7729	7969	13075	9291	8566	9494	8833	7964	9887	11238	6213	3952	5254	2581	2792	2469	2044	4949	3107	1216	17821	13838	9153	8351	5728	4025	5613	4826	2534	7780	6712	3999
gene-HI_0159	25403	28063	26760	45611	36808	29863	34126	32582	27825	28065	32101	24143	10714	13547	7835	7394	6776	6203	15037	8231	4522	51555	42222	35584	22248	16881	13571	14468	14797	8153	20101	20900	12564
gene-HI_0160	4813	5370	5055	4876	4473	3747	3641	3567	2752	4237	4582	2913	937	1372	714	725	430	715	1505	427	347	8837	6499	5334	2487	1839	1224	1664	1645	675	2107	2149	1119
gene-HI_0161	3800	4196	4194	5040	4829	3572	5104	5569	5041	4248	5474	3313	3679	5049	3012	3285	4000	2965	4978	5178	1701	5358	5289	5528	5048	3628	4615	4218	4959	3593	5349	6678	5630
gene-HI_0162	2467	2407	2360	3147	2987	2558	3233	3434	4246	2677	2886	1442	2915	4079	2115	2021	2500	1723	2621	2661	936	4081	3404	3535	3452	2648	2966	2583	2778	1759	3193	3600	2846
gene-HI_0163	531	676	645	834	545	515	618	602	556	350	403	371	178	460	455	597	174	406	421	331	196	774	162	696	481	207	618	437	219	449	862	292	708
gene-HI_0164	23339	26998	24190	32013	27764	23396	23184	29292	23941	10631	17169	15788	5610	7710	10652	4891	4556	7814	7808	7498	3149	15999	11236	27918	10538	6187	13956	7345	7401	12461	7571	12561	17520
gene-HI_0166	15842	17362	16156	17202	16591	14092	14285	19028	14549	13199	16330	9625	6935	9307	5850	5038	6500	3281	9130	4918	936	18188	15937	17554	12850	9353	8558	8138	10277	6192	10247	15019	9950
gene-HI_0167	8609	7956	7902	7844	7502	7083	7185	8838	7428	7540	8957	5082	4163	5075	2718	2271	3150	1279	4600	1633	377	9416	8320	9830	6998	4995	4790	4062	5500	2757	5254	7682	4697
gene-HI_0168	5586	6203	5718	5781	5604	4975	4649	6855	5312	4979	5953	3559	2185	3760	1963	1746	2037	1114	3475	1476	323	6709	4288	6483	4882	2671	3540	3056	3240	2123	3745	4814	3375
gene-HI_0170	4507	5406	4890	5283	5033	4418	4105	5915	5042	3087	4653	3140	1533	2355	1676	1200	1279	911	2314	896	267	4602	3893	5446	3049	2329	3056	1909	2427	1547	2450	3739	2937
gene-HI_0171	17753	19291	17746	20130	20637	16950	16406	22670	18724	10328	13626	11023	5460	6738	5916	3777	3347	3407	6611	2521	1072	14616	12884	21358	9182	7723	11361	6233	7330	5185	8095	11886	10815
gene-HI_0172	5851	6394	5976	6056	6550	5193	5024	7464	5616	4388	5242	3550	2025	2685	1753	1199	1066	984	2044	819	374	6473	5510	7112	4039	3160	3760	1908	2571	1351	2279	3290	3035
gene-HI_0173	1485	1403	1228	1547	1660	1366	1679	1836	1377	1514	1456	962	774	845	512	546	361	344	689	248	135	2194	2054	1910	1506	1107	1036	996	883	478	1166	967	880
gene-HI_0174	3851	4262	3780	2662	3203	2631	2643	2923	2920	2816	2859	1822	852	1222	871	623	756	711	1451	450	426	5463	4628	3848	2352	1684	1274	1404	1578	899	1858	2251	1762
gene-HI_0175	1829	2145	2112	1606	1562	1237	1248	1429	1107	1302	1718	897	760	1095	696	554	627	580	786	722	267	2065	1766	1446	1363	868	810	986	1047	666	798	955	754
gene-HI_0176	3925	4260	4257	3553	3306	2867	2653	2757	2265	3298	4046	2119	1781	2480	1314	1271	1486	1130	1635	1793	833	4896	4633	3341	2795	2273	1587	1991	2406	1121	1705	2126	1413
gene-HI_0177	5516	6907	6963	9261	8028	6102	7203	7923	7839	6693	7376	3937	4785	8937	4267	4715	4917	4338	6450	5568	2180	9896	6758	7570	8721	4790	5973	6635	5579	5239	8025	7214	6491
gene-HI_0178	1195	1569	1536	1624	1527	1238	1278	1393	1259	1341	1444	843	1932	2984	1106	2078	2750	2139	1448	2345	894	2003	1477	1562	2045	1363	1331	2282	1938	1861	1748	1558	1429
gene-HI_0179	796	874	814	951	841	734	854	787	676	790	921	699	594	999	549	619	668	672	543	801	400	1132	787	1035	958	497	761	777	690	699	716	611	610
gene-HI_0180	8176	9488	8559	18975	16461	14284	16463	17479	17137	13974	19851	10147	10199	14628	7092	9109	12859	7729	10380	6847	1683	19328	19891	16516	13983	12112	11460	10635	14092	12152	10453	14972	11368
gene-HI_0181	1713	1948	1865	3116	2888	2268	2343	2723	4903	1674	2170	1210	818	1431	1000	1045	1378	1229	1102	1336	613	2506	2118	2766	1366	994	1509	1397	1303	1427	1350	1599	1651
gene-HI_0182	1345	1340	1084	1567	1515	1083	1243	1329	1615	1046	1823	827	1030	1444	1051	948	1176	752	1275	1454	670	1656	1243	1569	1360	1072	1072	1140	1265	743	1648	1885	1406
gene-HI_0183	1509	1730	1599	1184	970	811	1295	2661	2083	444	585	696	458	952	1578	335	596	683	840	443	362	798	641	1194	723	396	1555	457	433	1069	943	929	2341
gene-HI_0184	14092	17433	14872	1803	1652	1150	983	1023	829	8559	3135	6284	2539	934	1214	894	782	902	631	600	621	16863	14958	12137	3498	1862	1929	1327	1053	1106	844	970	1017
gene-HI_0185	22669	27894	23653	2001	2014	1469	1065	1054	904	7039	3613	9315	1357	464	1345	431	307	1108	264	312	773	12193	12768	17196	1778	1297	2255	675	694	1227	467	620	1070
gene-HI_0186	599	689	674	775	621	460	556	629	560	461	581	366	719	882	573	661	727	663	617	564	243	879	789	683	981	660	709	846	777	680	808	749	721
gene-HI_0188	2739	3185	3272	4079	3112	2280	2635	3262	2778	2676	2679	1688	1500	2629	1676	1431	1628	1404	1732	1002	684	4331	2392	2685	2970	1568	2614	2207	1635	2057	2510	1870	2127
gene-HI_0189	651	597	664	355	331	243	444	1567	995	92	178	234	136	478	1498	203	283	689	339	376	508	207	115	466	151	117	949	242	187	873	309	445	1946
gene-HI_0190	6058	7379	7092	9833	9508	7008	7919	8214	6019	8465	7070	4699	2440	7080	4235	5209	2771	5073	4431	4074	1347	14260	3951	9522	8091	1978	6519	6487	2477	4835	5822	2727	5306
gene-HI_0191	4984	5722	5606	7217	6423	5071	5497	5726	4934	5980	6148	4246	4558	5768	3468	4719	3933	4382	3664	5256	3094	10575	8079	6973	7284	4403	4315	6210	5469	3190	4729	4400	3824
gene-HI_0193	1414	1642	1523	2017	1747	1423	1645	1529	1319	1784	1564	1219	1345	1985	1039	1472	1430	1136	1633	1859	602	2753	1912	2224	2058	1196	1578	1724	1382	1096	1919	1572	1501
gene-HI_0192	2204	2800	2568	3417	2864	2271	2580	2713	2601	2503	2711	1676	2425	2910	1892	2521	2284	2113	2785	3529	2550	4889	2905	2887	3709	1911	2072	4088	2682	2169	3517	2534	2414
gene-HI_0194	5022	5762	5395	5437	5524	3886	4515	5113	4731	3885	4627	2810	3155	4249	3052	3603	3912	3328	4261	4381	1153	6551	4133	5019	4658	2592	3613	5263	4206	4226	5221	4513	4263
gene-HI_0195.1	16819	19635	17892	22699	21435	17661	18321	20782	19041	14858	16651	10728	7927	15218	8448	7874	9381	7198	11764	7404	1905	18940	11649	21387	14541	7905	13557	10310	9460	10216	13782	12104	12315
gene-HI_0196	5004	5530	5005	6580	6322	4889	5578	6569	6555	1152	2082	3545	1749	1680	3971	1637	1664	3646	2038	866	567	1757	1391	6193	1918	1490	4819	2070	1978	4054	2622	3201	5447
gene-HI_0197	3494	3810	3547	5537	4579	3692	4513	5440	5542	1703	2480	2609	1831	2154	2325	1677	1888	2270	2693	1736	1043	2717	1986	4285	2461	1716	2591	2325	2435	2525	3028	3503	3609
gene-HI_0198	1229	1229	1019	1474	1262	1045	1127	1333	1248	390	740	758	354	473	782	400	419	620	574	372	274	629	487	1331	502	384	751	521	501	600	710	923	1057
gene-HI_0199	2123	2298	2007	2566	2371	1724	2138	2571	2355	1202	1780	1374	1434	1687	1438	1303	1976	1287	2455	1046	386	2039	1560	2341	1869	1306	1449	2275	1955	1750	2961	2901	2700
gene-HI_0200	2837	3122	2889	3512	3449	2587	2976	3739	3333	1851	2277	1690	1874	1818	2244	1243	1303	1272	2480	1153	358	2837	1964	3468	2674	1768	2323	2164	2079	2230	2844	3002	3061
gene-HI_0201	34376	41293	38168	70638	58766	49413	53465	56071	57968	27139	36087	34618	8769	10140	10226	5600	5539	4598	21148	28907	32058	55814	40845	53946	20986	14999	23232	10664	11616	14779	25223	29737	35016
gene-HI_0202	102676	110640	104113	168879	154538	123865	141569	143164	146842	77033	103186	89973	23220	29592	28796	16214	15381	12704	55252	80127	78021	147214	110451	138843	56550	43878	60565	28900	34610	38341	66516	86145	89377
gene-HI_0203	74915	92457	86973	125560	140156	104642	102465	128326	123595	72400	89022	66192	25338	31065	22505	15821	15554	10950	52278	76769	57057	137304	93559	115659	56535	37511	48153	30786	30893	31605	55468	70209	66428
gene-HI_0204	15649	18067	17477	27883	25216	20666	22247	24047	22762	14502	18257	15788	5159	6696	5417	3566	3304	2679	11093	15841	13146	26868	21430	23033	12173	8627	10662	6049	7103	7109	13637	15869	15416
gene-HI_0205	2738	3457	3309	7933	7529	5969	6874	7554	7323	3310	3461	3331	2747	7850	6194	5296	2550	5870	3386	4487	2693	3642	1185	7657	5136	2201	9469	4176	2603	7910	5321	2570	6678
gene-HI_0206	7225	7853	6325	18640	20150	14850	22772	24571	20197	5800	7410	10395	17767	20527	34509	17064	11818	30732	12357	13386	1746	5590	3914	22485	21628	10762	48290	18378	16361	43793	11470	15852	39190
gene-HI_0207	3247	3600	3122	3533	3990	2948	3030	3161	2369	984	2078	2233	767	1046	1740	638	535	1084	825	1063	662	2056	1339	4492	1188	900	1906	980	1061	1343	1015	1362	2032
gene-HI_0208	6666	6812	6698	6514	6721	4824	5131	6360	4089	2228	3553	4266	2147	2488	3598	2634	2394	3717	2775	3288	1134	4483	2955	6278	3281	2230	3795	3340	3263	3809	3763	4035	5248
gene-HI_0209	2022	2189	2050	1637	1529	1187	1245	1476	1147	994	1263	929	551	877	722	637	600	668	766	458	240	1655	828	1481	1110	499	932	851	628	780	930	747	819
gene-HI_0210	93	119	102	118	112	91	94	107	82	51	57	56	37	92	108	67	65	102	75	66	35	98	69	104	66	43	106	65	50	144	169	55	147
gene-HI_0211	1226	1415	1299	1551	1411	1180	1220	1107	866	1323	1495	934	1144	1578	878	556	1089	515	1219	958	216	2081	1888	1588	1820	1236	1131	1176	1204	1116	1429	1542	1421
gene-HI_0212	1666	1582	1620	1837	1656	1226	1504	1266	841	1568	1599	1325	679	735	516	424	414	421	951	632	517	2422	2151	2339	1190	808	1035	789	799	614	1260	1399	942
gene-HI_0213	5346	6442	6314	7879	7318	5539	6789	7171	5426	6209	7205	4824	3662	4220	2974	2275	2411	2504	3291	1882	622	9891	6889	7577	6085	3888	5108	3592	2806	3501	4292	3543	4583
gene-HI_0213.1	436	558	509	887	663	620	792	725	510	44	78	541	34	89	309	105	22	234	41	52	115	134	108	930	57	76	659	28	52	463	359	77	629
gene-HI_0214	19029	21262	24497	16164	16704	13906	14103	14036	11253	16122	16663	12294	13594	22266	11798	5260	5554	5506	6223	5583	2183	23191	23227	19273	22640	15183	32777	8597	10654	9250	6287	9330	11002
gene-HI_0216	568	584	573	653	636	516	489	497	476	355	413	245	236	496	473	256	482	396	470	439	371	626	412	524	454	220	517	486	358	681	594	486	755
gene-HI_0217	135	134	115	161	138	115	107	141	130	89	85	75	85	137	149	121	112	156	127	112	97	203	72	150	105	62	200	125	80	203	213	109	225
gene-HI_0219	7766	9445	9643	14402	13084	11012	11820	11734	10884	8749	10375	7439	5013	6748	4301	4033	3061	3862	6287	3441	1240	17210	13801	12810	10324	7047	6583	7606	7139	3659	9070	8833	6076
gene-HI_0220.2	866	1151	945	696	595	552	536	581	597	600	616	411	486	671	422	366	557	486	464	457	278	1398	1132	591	685	385	523	476	442	446	416	621	523
rna-HI_r04	3	2	2	2	2	2	2	2	2	1	1	2	1	1	1	1	2	2	2	1	9	1	1	1	1	1	1	2	1	6	1	1	28
rna-HI_r05	8303	4163	2413	4846	8356	1906	3973	8602	5198	282	1572	1114	865	1815	14387	779	1638	2500	540	503	10554	483	529	1211	1313	2127	1257	1940	522	10305	2033	326	5634
rna-HI_r06	5568	1291	830	1824	2045	786	1598	2229	2448	91	295	505	301	450	9819	258	463	1293	159	139	7629	129	142	1280	384	654	764	469	188	3812	537	101	1994
gene-HI_0220.1	966	1146	1119	1145	1138	909	1103	1228	1048	989	982	626	869	1473	1044	1126	962	848	1133	1081	357	1496	694	1077	1471	668	1188	1377	911	961	1456	1034	1191
gene-HI_0221	10189	10283	9115	15321	13596	10201	12459	14397	12927	3253	5779	7736	5530	7352	16276	8496	4306	19271	2438	5497	3705	4575	3736	14445	7428	4429	11111	8475	8975	10056	2750	4061	8821
gene-HI_0221.1	1121	1106	1049	1854	1352	1135	1446	1554	1452	432	757	997	715	879	1973	1323	669	2213	352	645	262	567	533	1454	973	570	1174	1259	1105	1112	450	565	1060
gene-HI_0222	11557	12785	10939	23811	16285	13011	17923	21325	18115	7733	10681	9520	13430	16649	18902	18791	11274	24034	6329	7565	1607	11083	8765	16687	17196	11292	13566	22235	21482	12668	7528	9392	11641
gene-HI_0223	423	484	481	298	290	240	157	205	380	1006	540	243	571	443	312	164	160	316	111	210	159	1784	1400	495	1577	1070	563	212	146	156	135	140	203
gene-HI_0224	545	580	582	443	558	398	413	410	486	434	507	332	464	598	305	303	578	430	585	795	545	745	716	536	549	459	393	447	500	379	657	690	616
gene-HI_0225	4888	5428	5178	3802	3266	2634	2704	2922	2217	3015	3949	2076	1052	1684	1031	728	1249	664	2758	1432	614	5845	4130	3836	2167	1517	1500	1236	1192	990	3597	3548	2095
gene-HI_0226	6508	6646	6664	6937	6110	4845	5139	5190	4071	4977	6180	3382	2414	3821	2072	2982	3473	2375	3737	3052	804	8363	6412	5777	4456	3061	2354	5152	4599	2467	5323	5034	2873
gene-HI_0227	1577	1617	1629	3747	2798	2277	3595	3160	2987	2378	2809	1621	3491	5759	3247	4709	3784	4332	3640	5875	2080	3970	2554	2856	4530	2534	3300	4747	3893	4141	4746	3443	4299
gene-HI_0228	70	105	88	85	89	77	78	87	100	37	27	52	19	51	71	85	45	87	36	63	122	47	19	70	54	20	132	35	19	135	97	41	145
gene-HI_0229	51288	56159	52457	61875	49031	39450	43450	45541	37116	36889	48653	33093	24169	28493	21086	13960	18681	11650	32597	24657	5781	57308	55557	53800	38228	29363	29988	27023	32399	25592	36633	47753	33107
gene-HI_0230	11325	13272	11361	15256	10894	9369	9243	10678	10585	7985	10648	7014	2244	2794	2491	1511	1748	1757	4842	1448	1215	14749	12330	11899	5749	3437	3824	3489	3122	3407	6255	5579	3777
gene-HI_0231	19012	21027	17978	20049	14113	12530	11087	13032	14350	12041	15633	9165	1450	1921	1593	873	1291	1203	3772	855	844	21213	20274	16200	5110	4040	3108	2280	2562	2590	3827	4700	2711
gene-HI_0232	2153	2672	2537	2108	1773	1426	1501	1730	1574	1613	1982	865	935	1636	930	857	954	822	1552	1311	653	2840	1624	1697	1786	961	1192	1309	991	1081	1985	1415	1695
gene-HI_0233	248	261	262	377	344	272	336	423	392	70	102	153	127	131	449	175	112	469	110	88	289	146	95	391	120	104	459	79	92	488	409	136	520
gene-HI_0234	194	256	236	274	266	178	262	314	175	110	100	121	501	1008	1309	467	536	445	1122	3617	655	148	78	219	783	388	1072	653	542	903	1416	806	1518
gene-HI_0235	156	235	200	132	142	72	94	107	90	75	95	97	124	150	229	52	100	69	233	936	2140	123	100	161	175	160	212	120	105	103	356	240	320
gene-HI_0236	335	410	390	899	636	566	731	717	682	576	565	424	483	1558	835	1044	1036	1039	1046	1147	445	918	431	761	1306	529	1010	1224	753	1216	1168	918	1114
gene-HI_0239	4377	4750	4956	3860	3617	3381	3498	3646	3734	3659	4178	2652	1046	1750	1204	677	771	980	1792	510	828	6204	4956	4289	2677	1645	2195	1196	1237	846	2183	2141	1465
gene-HI_0240	15408	16806	17483	13667	14422	11821	11795	12094	10408	12967	12832	9098	4168	6398	4884	2059	2256	3678	5119	887	2067	19950	16655	15064	9184	5464	8393	4033	4251	3316	6027	6601	4711
gene-HI_0241	2260	2444	2793	2898	2511	2094	2441	2381	2293	2826	2633	1729	2973	5070	2288	2095	1652	1724	2168	1766	641	5444	3687	2702	5103	2179	3708	3633	2273	1771	2920	2230	1951
gene-HI_0242	488	522	487	501	489	362	434	567	505	331	425	299	127	261	176	201	134	225	242	110	108	543	295	581	341	174	248	250	169	199	317	209	221
gene-HI_0243	1847	2000	1843	1787	1827	1511	1688	2129	1868	1383	1899	1289	645	1038	638	736	580	748	1107	391	325	2211	1543	2328	1492	809	947	1125	890	607	1321	1289	788
gene-HI_0244	9534	9336	9434	9139	9239	7619	7047	7280	8518	7715	9528	7159	2465	2787	2283	1875	1187	2008	1801	542	1096	15679	12356	11623	5348	4325	3425	2580	2341	1518	2117	2419	1325
gene-HI_0245	7408	9032	8423	16342	12796	8030	12329	15992	11698	4442	5786	5454	5981	6425	6074	6217	4144	11299	17410	9610	4167	7183	5097	10903	8808	5083	3892	8838	10484	10556	24045	22485	25136
gene-HI_0246	9636	10680	10505	19952	14098	10874	16082	16625	14909	17597	16643	7907	23366	25897	9438	16557	11356	11817	29186	26651	12143	25804	21291	16235	26323	11993	8542	26201	22365	15158	41538	35460	29932
gene-HI_0249	4313	4386	4081	3867	3173	2486	2781	3288	2945	1422	2125	2154	1300	1621	2072	1448	1471	2187	1231	1573	1424	2400	2071	3750	1748	1346	2236	1919	1803	1757	1548	1711	2201
gene-HI_0250	5871	6440	6248	6897	6516	4839	6333	5667	6197	5455	5111	4528	5531	6444	5355	7279	7191	6738	6520	5635	2783	9667	7721	7201	7064	4892	7164	5845	5309	5094	7156	6170	5879
gene-HI_0251	10842	14342	14909	14993	19253	13086	15352	20760	15022	11596	17063	10938	7105	9899	7897	2356	2894	6149	2967	1323	1477	16588	15082	20377	11708	8082	9713	4566	4496	6594	3932	4112	6684
gene-HI_0252	5544	6538	5961	7398	7626	5553	7515	9156	5529	6209	8634	5045	3113	6256	4324	1502	1436	3207	1859	1314	674	8467	4287	9934	7074	2940	5804	2856	2051	3949	2255	1958	4051
gene-HI_0253	3678	3557	3475	4123	3709	3320	5440	4570	3052	3263	4681	3728	2707	3920	4265	1167	1121	3762	1223	1141	1259	4594	3399	7259	4619	2523	4337	1732	1675	3202	2141	1590	3223
gene-HI_0254	1098	1045	992	1552	1287	1100	1512	1381	1521	1399	1194	1040	1934	2374	1307	1927	1835	1408	1702	1422	357	1772	1470	1780	2354	1610	1910	2059	2046	2053	2270	2166	1975
gene-HI_0255	6317	7964	7406	5710	6060	4569	4834	5337	5778	5366	4854	3844	10117	14171	6962	7949	12257	8249	8531	13443	3839	7364	6715	6972	9209	7975	10001	7903	9683	9174	9235	11855	10534
gene-HI_0256	2004	2429	2379	2104	1966	1607	1793	2036	1968	1860	1783	1159	3647	6747	3004	3332	4422	2833	3267	4243	464	2409	1987	2273	4132	2906	3991	3628	3696	3521	3490	3805	4042
gene-HI_0257	1940	2493	2934	2403	2793	2318	3175	2828	3418	3235	1888	1575	17736	31050	13644	15435	19987	13078	8007	7986	1627	5803	4660	3521	17634	9672	22175	12002	10385	17587	8581	8984	10123
rna-HI_t08	117	141	136	84	68	54	65	79	83	69	89	41	80	109	84	72	111	76	120	98	51	131	128	77	100	79	81	155	123	107	127	126	96
gene-HI_0258	2717	3302	2987	3825	3705	2960	2981	3321	3197	863	1006	1651	1046	1464	2352	1381	709	2294	797	823	197	1202	971	3383	995	845	3108	920	1003	2497	1478	929	2355
gene-HI_0260	2484	3342	3083	4326	4267	3343	3270	3734	3682	3003	3015	1863	3448	4685	2747	3010	3028	2706	3015	3494	525	3698	3493	3718	4036	3024	3564	3666	4056	3236	2917	3614	3146
gene-HI_0260.1	2525	2755	2497	3224	2813	2177	2585	2731	2576	2352	2366	1579	2094	2516	1784	2188	2151	1888	2301	2730	1066	3479	2702	2946	3074	1910	2157	3032	2710	1980	2775	2713	2406
